date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,home_team_clean,away_team_clean,result
1995-01-02,Tunisia,Egypt,2,0,Friendly,,Tunisia,False,Tunisia,Egypt,home_win
1995-01-06,Nigeria,Japan,3,0,Intercontinental Champ,,Saudi Arabia,True,Nigeria,Japan,home_win
1995-01-06,Saudi Arabia,Mexico,0,2,Intercontinental Champ,,Saudi Arabia,False,Saudi Arabia,Mexico,away_win
1995-01-07,Senegal,Tunisia,0,0,African Nations Cup qualifier,,Senegal,False,Senegal,Tunisia,draw
1995-01-08,Algeria,Egypt,1,0,African Nations Cup qualifier,,Algeria,False,Algeria,Egypt,home_win
1995-01-08,Saudi Arabia,Denmark,0,2,Intercontinental Champ,,Saudi Arabia,False,Saudi Arabia,Denmark,away_win
1995-01-08,Argentina,Japan,5,1,Intercontinental Champ,,Saudi Arabia,True,Argentina,Japan,home_win
1995-01-10,Argentina,Nigeria,0,0,Intercontinental Champ,,Saudi Arabia,True,Argentina,Nigeria,draw
1995-01-10,Denmark,Mexico,1,1,Intercontinental Champ,,Saudi Arabia,True,Denmark,Mexico,draw
1995-01-13,Mexico,Nigeria,1,1,Intercontinental Champ,,Saudi Arabia,True,Mexico,Nigeria,draw
1995-01-13,Denmark,Argentina,2,0,Intercontinental Champ,,Saudi Arabia,True,Denmark,Argentina,home_win
1995-01-15,Ivory Coast,Togo,0,0,Friendly,,Ivory Coast,False,Côte d'Ivoire,Togo,draw
1995-01-18,Spain,Uruguay,2,2,Friendly,,Spain,False,Spain,Uruguay,draw
1995-01-18,Netherlands,France,0,1,Friendly,,Netherlands,False,Netherlands,France,away_win
1995-01-21,Uganda,Egypt,0,0,African Nations Cup qualifier,,Uganda,False,Uganda,Egypt,draw
1995-01-21,Tanzania,Algeria,2,1,African Nations Cup qualifier,,Tanzania,False,Tanzania,Algeria,home_win
1995-01-22,Ghana,Congo,3,1,African Nations Cup qualifier,,Ghana,False,Ghana,Congo,home_win
1995-01-22,Ivory Coast,Burkina Faso,2,2,African Nations Cup qualifier,,Ivory Coast,False,Côte d'Ivoire,Burkina Faso,draw
1995-01-22,Liberia,Senegal,1,1,African Nations Cup qualifier,,Liberia,False,Liberia,Senegal,draw
1995-01-24,United Arab Emirates,Japan,1,1,Friendly,,United Arab Emirates,False,United Arab Emirates,Japan,draw
1995-01-26,Canada,Portugal,1,1,Friendly tournament,,Canada,False,Canada,Portugal,draw
1995-01-29,Tunisia,Mauritania,1,0,African Nations Cup qualifier,,Tunisia,False,Tunisia,Mauritania,home_win
1995-01-31,South Korea,Colombia,1,0,Friendly tournament,,Hong Kong,True,Korea Republic,Colombia,home_win
1995-02-01,Mexico,Uruguay,1,0,Friendly,,United States,True,Mexico,Uruguay,home_win
1995-02-04,Yugoslavia,South Korea,1,0,Friendly tournament,,Hong Kong,True,Yugoslavia,Korea Republic,home_win
1995-02-06,Norway,Estonia,7,0,Friendly,,Cyprus,True,Norway,Estonia,home_win
1995-02-08,Cyprus,Norway,0,2,Friendly,,Cyprus,False,Cyprus,Norway,away_win
1995-02-08,Australia,Colombia,0,0,Friendly,,Australia,False,Australia,Colombia,draw
1995-02-10,Tunisia,Liberia,0,0,African Nations Cup qualifier,,Tunisia,False,Tunisia,Liberia,draw
1995-02-11,Australia,Colombia,0,1,Friendly,,Australia,False,Australia,Colombia,away_win
1995-02-14,Argentina,Bulgaria,4,1,Friendly,,Argentina,False,Argentina,Bulgaria,home_win
1995-02-15,Australia,Japan,2,1,Friendly,,Australia,False,Australia,Japan,home_win
1995-02-15,Ireland,England,1,0,Friendly,,Ireland,False,Ireland,England,home_win
1995-02-19,China,South Korea,0,0,Dynasty Cup,,Hong Kong,True,China,Korea Republic,draw
1995-02-21,Japan,South Korea,1,1,Dynasty Cup,,Hong Kong,True,Japan,Korea Republic,draw
1995-02-22,Spain,Germany,0,0,Friendly,,Spain,False,Spain,Germany,draw
1995-02-22,Brazil,Slovakia,5,0,Friendly,,Brazil,False,Brazil,Slovakia,home_win
1995-02-22,Netherlands,Portugal,0,1,Friendly,,Netherlands,False,Netherlands,Portugal,away_win
1995-02-23,Japan,China,2,1,Dynasty Cup,,Hong Kong,True,Japan,China,home_win
1995-02-26,Japan,South Korea,2,2,Dynasty Cup,,Hong Kong,True,Japan,Korea Republic,draw
1995-03-01,Morocco,Senegal,2,0,Friendly,,Morocco,False,Morocco,Senegal,home_win
1995-03-08,Greece,Switzerland,1,1,Friendly,,Greece,False,Greece,Switzerland,draw
1995-03-22,Colombia,Uruguay,2,1,Friendly,,Colombia,False,Colombia,Uruguay,home_win
1995-03-23,Morocco,Mali,3,0,Friendly,,Morocco,False,Morocco,Mali,home_win
1995-03-25,United States,Uruguay,2,2,Friendly,,United States,False,USA,Uruguay,draw
1995-03-25,Croatia,Ukraine,4,0,European Championship qual,,Croatia,False,Croatia,Ukraine,home_win
1995-03-26,Lebanon,Egypt,1,1,Friendly,,Lebanon,False,Lebanon,Egypt,draw
1995-03-29,Russia,Scotland,0,0,European Championship qual,,Russia,False,Russia,Scotland,draw
1995-03-29,Hungary,Switzerland,2,2,European Championship qual,,Hungary,False,Hungary,Switzerland,draw
1995-03-29,Austria,Latvia,5,0,European Championship qual,,Austria,False,Austria,Latvia,home_win
1995-03-29,Chile,Mexico,2,1,Friendly,,United States,True,Chile,Mexico,home_win
1995-03-29,England,Uruguay,0,0,Friendly,,England,False,England,Uruguay,draw
1995-03-29,Brazil,Honduras,1,1,Friendly,,Brazil,False,Brazil,Honduras,draw
1995-03-29,Luxembourg,Norway,0,2,European Championship qual,,Luxembourg,False,Luxembourg,Norway,away_win
1995-03-29,Spain,Belgium,1,1,European Championship qual,,Spain,False,Spain,Belgium,draw
1995-03-29,Netherlands,Malta,4,0,European Championship qual,,Netherlands,False,Netherlands,Malta,home_win
1995-03-29,Georgia,Germany,0,2,European Championship qual,,Georgia,False,Georgia,Germany,away_win
1995-03-29,Israel,France,0,0,European Championship qual,,Israel,False,Israel,France,draw
1995-03-29,Lithuania,Croatia,0,0,European Championship qual,,Lithuania,False,Lithuania,Croatia,draw
1995-03-31,Syria,Egypt,1,2,Friendly,,Syria,False,Syria,Egypt,away_win
1995-03-31,Yugoslavia,Uruguay,1,0,Friendly,,Yugoslavia,False,Yugoslavia,Uruguay,home_win
1995-04-05,Uruguay,Peru,1,0,Friendly tournament,,Uruguay,False,Uruguay,Peru,home_win
1995-04-07,Egypt,Sudan,3,1,African Nations Cup qualifier,,Egypt,False,Egypt,Sudan,home_win
1995-04-07,Algeria,Ethiopia,2,0,African Nations Cup qualifier,,Algeria,False,Algeria,Ethiopia,home_win
1995-04-07,Mauritania,Senegal,0,1,African Nations Cup qualifier,,Mauritania,False,Mauritania,Senegal,away_win
1995-04-08,Sierra Leone,Ghana,1,0,African Nations Cup qualifier,,Sierra Leone,False,Sierra Leone,Ghana,home_win
1995-04-09,Morocco,Burkina Faso,0,0,African Nations Cup qualifier,,Morocco,False,Morocco,Burkina Faso,draw
1995-04-14,Egypt,Tunisia,1,0,Friendly,,Egypt,False,Egypt,Tunisia,home_win
1995-04-22,Tanzania,Egypt,1,2,African Nations Cup qualifier,,Tanzania,False,Tanzania,Egypt,away_win
1995-04-22,Senegal,Togo,5,1,African Nations Cup qualifier,,Senegal,False,Senegal,Togo,home_win
1995-04-22,Belgium,United States,1,0,Friendly,,Belgium,False,Belgium,USA,home_win
1995-04-23,Liberia,Tunisia,1,0,African Nations Cup qualifier,,Liberia,False,Liberia,Tunisia,home_win
1995-04-23,Ghana,Niger,1,0,African Nations Cup qualifier,,Ghana,False,Ghana,Niger,home_win
1995-04-24,Sudan,Algeria,2,0,African Nations Cup qualifier,,Sudan,False,Sudan,Algeria,home_win
1995-04-26,Lesotho,South Africa,1,3,Friendly,,Lesotho,False,Lesotho,South Africa,away_win
1995-04-26,Norway,Luxembourg,5,0,European Championship qual,,Norway,False,Norway,Luxembourg,home_win
1995-04-26,Ivory Coast,Sierra Leone,4,0,Friendly,,Ivory Coast,False,Côte d'Ivoire,Sierra Leone,home_win
1995-04-26,Germany,Wales,1,1,European Championship qual,,Germany,False,Germany,Wales,draw
1995-04-26,Austria,Liechtenstein,7,0,European Championship qual,,Austria,False,Austria,Liechtenstein,home_win
1995-04-26,Belgium,Cyprus,2,0,European Championship qual,,Belgium,False,Belgium,Cyprus,home_win
1995-04-26,Ireland,Portugal,1,0,European Championship qual,,Ireland,False,Ireland,Portugal,home_win
1995-04-26,Switzerland,Turkey,1,2,European Championship qual,,Switzerland,False,Switzerland,Türkiye,away_win
1995-04-26,Czechia,Netherlands,3,1,European Championship qual,,Czechia,False,Czechia,Netherlands,home_win
1995-04-26,San Marino,Scotland,0,2,European Championship qual,,San Marino,False,San Marino,Scotland,away_win
1995-04-26,Croatia,Slovenia,2,0,European Championship qual,,Croatia,False,Croatia,Slovenia,home_win
1995-04-26,Armenia,Spain,0,2,European Championship qual,,Armenia,False,Armenia,Spain,away_win
1995-04-26,France,Slovakia,4,0,European Championship qual,,France,False,France,Slovakia,home_win
1995-05-13,South Africa,Argentina,1,1,Friendly tournament,,South Africa,False,South Africa,Argentina,draw
1995-05-13,Ivory Coast,Mali,0,1,Friendly,,Ivory Coast,False,Côte d'Ivoire,Mali,away_win
1995-05-14,Bolivia,Paraguay,1,1,Copa Paz del Chaco,,Bolivia,False,Bolivia,Paraguay,draw
1995-05-17,Israel,Brazil,1,2,Friendly,,Israel,False,Israel,Brazil,away_win
1995-05-18,Morocco,Egypt,0,0,Friendly,,Morocco,False,Morocco,Egypt,draw
1995-05-21,Japan,Scotland,0,0,Friendly tournament,,Japan,False,Japan,Scotland,draw
1995-05-22,Canada,Northern Ireland,2,0,Friendly tournament,,Canada,False,Canada,Northern Ireland,home_win
1995-05-24,Scotland,Ecuador,2,1,Friendly tournament,,Japan,True,Scotland,Ecuador,home_win
1995-05-25,Norway,Ghana,3,2,Friendly,,Norway,False,Norway,Ghana,home_win
1995-05-28,United States,Costa Rica,1,2,Friendly,,United States,False,USA,Costa Rica,away_win
1995-05-28,Canada,Chile,1,2,Friendly tournament,,Canada,False,Canada,Chile,away_win
1995-05-28,Japan,Ecuador,3,0,Friendly tournament,,Japan,False,Japan,Ecuador,home_win
1995-05-28,Ivory Coast,Liberia,1,1,Friendly,,Ivory Coast,False,Côte d'Ivoire,Liberia,draw
1995-05-31,Argentina,Peru,1,0,Friendly tournament,,Argentina,False,Argentina,Peru,home_win
1995-06-02,Algeria,Uganda,1,1,African Nations Cup qualifier,,Algeria,False,Algeria,Uganda,draw
1995-06-03,Portugal,Latvia,3,2,European Championship qual,,Portugal,False,Portugal,Latvia,home_win
1995-06-03,England,Japan,2,1,Friendly tournament,,England,False,England,Japan,home_win
1995-06-04,Brazil,Sweden,1,0,Friendly tournament,,England,True,Brazil,Sweden,home_win
1995-06-04,Canada,Turkey,1,3,Friendly,,Canada,False,Canada,Türkiye,away_win
1995-06-04,Togo,Tunisia,0,1,African Nations Cup qualifier,,Togo,False,Togo,Tunisia,away_win
1995-06-04,Ecuador,Zambia,4,1,Korea Cup,,South Korea,True,Ecuador,Zambia,home_win
1995-06-04,Ethiopia,Egypt,0,2,African Nations Cup qualifier,,Ethiopia,False,Ethiopia,Egypt,away_win
1995-06-04,Ivory Coast,Morocco,2,0,African Nations Cup qualifier,,Ivory Coast,False,Côte d'Ivoire,Morocco,home_win
1995-06-05,South Korea,Costa Rica,1,0,Korea Cup,,South Korea,False,Korea Republic,Costa Rica,home_win
1995-06-06,Brazil,Japan,3,0,Friendly tournament,,England,True,Brazil,Japan,home_win
1995-06-07,Spain,Armenia,1,0,European Championship qual,,Spain,False,Spain,Armenia,home_win
1995-06-07,Bulgaria,Germany,3,2,European Championship qual,,Bulgaria,False,Bulgaria,Germany,home_win
1995-06-07,Belarus,Netherlands,1,0,European Championship qual,,Belarus,False,Belarus,Netherlands,home_win
1995-06-07,Macedonia,Belgium,0,5,European Championship qual,,Macedonia,False,Macedonia,Belgium,away_win
1995-06-07,Faroe Islands,Scotland,0,2,European Championship qual,,Faroe Islands,False,Faroe Islands,Scotland,away_win
1995-06-07,Canada,Turkey,0,3,Friendly,,Canada,False,Canada,Türkiye,away_win
1995-06-07,Norway,Malta,2,0,European Championship qual,,Norway,False,Norway,Malta,home_win
1995-06-08,England,Sweden,3,3,Friendly tournament,,England,False,England,Sweden,draw
1995-06-09,Paraguay,Bolivia,0,0,Copa Paz del Chaco,,Paraguay,False,Paraguay,Bolivia,draw
1995-06-09,Tahiti,New Zealand,2,1,Friendly,,Tahiti,False,Tahiti,New Zealand,home_win
1995-06-10,Ecuador,Costa Rica,2,1,Korea Cup,,South Korea,True,Ecuador,Costa Rica,home_win
1995-06-10,Japan,Sweden,2,2,Friendly tournament,,England,True,Japan,Sweden,draw
1995-06-10,South Korea,Zambia,2,3,Korea Cup,,South Korea,False,Korea Republic,Zambia,away_win
1995-06-11,Ireland,Austria,1,3,European Championship qual,,Ireland,False,Ireland,Austria,away_win
1995-06-11,United States,Nigeria,3,2,US Cup,,United States,False,USA,Nigeria,home_win
1995-06-11,England,Brazil,1,3,Friendly tournament,,England,False,England,Brazil,away_win
1995-06-11,Ukraine,Croatia,1,0,European Championship qual,,Ukraine,False,Ukraine,Croatia,home_win
1995-06-12,Ecuador,Zambia,1,0,Korea Cup,,South Korea,True,Ecuador,Zambia,home_win
1995-06-14,Argentina,Paraguay,2,1,Friendly,,Argentina,False,Argentina,Paraguay,home_win
1995-06-16,Chile,New Zealand,3,1,Copa Centenario,,Chile,False,Chile,New Zealand,home_win
1995-06-17,Colombia,Nigeria,1,0,US Cup,,United States,True,Colombia,Nigeria,home_win
1995-06-18,Paraguay,Turkey,0,0,Copa Centenario,,Chile,True,Paraguay,Türkiye,draw
1995-06-18,United States,Mexico,4,0,US Cup,,United States,False,USA,Mexico,home_win
1995-06-18,Australia,Ghana,2,1,Friendly,,Australia,False,Australia,Ghana,home_win
1995-06-19,Chile,Paraguay,0,1,Copa Centenario,,Chile,False,Chile,Paraguay,away_win
1995-06-19,Switzerland,Italy,0,1,Friendly tournament,,Switzerland,False,Switzerland,Italy,away_win
1995-06-20,Turkey,New Zealand,2,1,Copa Centenario,,Chile,True,Türkiye,New Zealand,home_win
1995-06-21,Germany,Italy,2,0,Friendly tournament,,Switzerland,True,Germany,Italy,home_win
1995-06-21,Colombia,Mexico,0,0,US Cup,,United States,True,Colombia,Mexico,draw
1995-06-21,Australia,Ghana,1,0,Friendly,,Australia,False,Australia,Ghana,home_win
1995-06-22,Argentina,Slovakia,6,0,Friendly,,Argentina,False,Argentina,Slovakia,home_win
1995-06-22,Paraguay,New Zealand,3,2,Copa Centenario,,Chile,True,Paraguay,New Zealand,home_win
1995-06-23,Switzerland,Germany,1,2,Friendly tournament,,Switzerland,False,Switzerland,Germany,away_win
1995-06-24,Australia,Ghana,0,1,Friendly,,Australia,False,Australia,Ghana,away_win
1995-06-24,Mexico,Nigeria,2,1,US Cup,,United States,True,Mexico,Nigeria,home_win
1995-06-25,Uruguay,New Zealand,7,0,Friendly,,Uruguay,False,Uruguay,New Zealand,home_win
1995-06-25,United States,Colombia,0,0,US Cup,,United States,False,USA,Colombia,draw
1995-06-28,Uruguay,New Zealand,2,2,Friendly,,Uruguay,False,Uruguay,New Zealand,draw
1995-06-29,Brazil,Poland,2,1,Friendly,,Brazil,False,Brazil,Poland,home_win
1995-06-30,Argentina,Australia,2,0,Friendly,,Argentina,False,Argentina,Australia,home_win
1995-06-30,Paraguay,Ecuador,1,0,Friendly,,Paraguay,False,Paraguay,Ecuador,home_win
1995-07-01,Ivory Coast,Ghana,2,0,Friendly,,Ivory Coast,False,Côte d'Ivoire,Ghana,home_win
1995-07-05,Uruguay,Venezuela,4,1,Copa America,,Uruguay,False,Uruguay,Venezuela,home_win
1995-07-06,Paraguay,Mexico,2,1,Copa America,,Uruguay,True,Paraguay,Mexico,home_win
1995-07-07,Brazil,Ecuador,1,0,Copa America,,Uruguay,True,Brazil,Ecuador,home_win
1995-07-07,Colombia,Peru,1,1,Copa America,,Uruguay,True,Colombia,Peru,draw
1995-07-08,Argentina,Bolivia,2,1,Copa America,,Uruguay,True,Argentina,Bolivia,home_win
1995-07-08,United States,Chile,2,1,Copa America,,Uruguay,True,USA,Chile,home_win
1995-07-09,Uruguay,Paraguay,1,0,Copa America,,Uruguay,False,Uruguay,Paraguay,home_win
1995-07-09,Syria,Egypt,0,0,Friendly,,Syria,False,Syria,Egypt,draw
1995-07-09,Mexico,Venezuela,3,1,Copa America,,Uruguay,True,Mexico,Venezuela,home_win
1995-07-10,Brazil,Peru,2,0,Copa America,,Uruguay,True,Brazil,Peru,home_win
1995-07-10,Colombia,Ecuador,1,0,Copa America,,Uruguay,True,Colombia,Ecuador,home_win
1995-07-11,Bolivia,United States,1,0,Copa America,,Uruguay,True,Bolivia,USA,home_win
1995-07-11,Argentina,Chile,4,0,Copa America,,Uruguay,True,Argentina,Chile,home_win
1995-07-12,Paraguay,Venezuela,3,2,Copa America,,Uruguay,True,Paraguay,Venezuela,home_win
1995-07-13,Ecuador,Peru,2,1,Copa America,,Uruguay,True,Ecuador,Peru,home_win
1995-07-13,Uruguay,Mexico,1,1,Copa America,,Uruguay,False,Uruguay,Mexico,draw
1995-07-13,Brazil,Colombia,3,0,Copa America,,Uruguay,True,Brazil,Colombia,home_win
1995-07-14,United States,Argentina,3,0,Copa America,,Uruguay,True,USA,Argentina,home_win
1995-07-14,Egypt,Algeria,1,1,African Nations Cup qualifier,,Egypt,False,Egypt,Algeria,draw
1995-07-15,Tunisia,Senegal,4,0,African Nations Cup qualifier,,Tunisia,False,Tunisia,Senegal,home_win
1995-07-16,Colombia,Paraguay,1,1,Copa America,,Uruguay,True,Colombia,Paraguay,draw
1995-07-16,Uruguay,Bolivia,2,1,Copa America,,Uruguay,False,Uruguay,Bolivia,home_win
1995-07-17,Mexico,United States,0,0,Copa America,,Uruguay,True,Mexico,USA,draw
1995-07-17,Argentina,Brazil,2,2,Copa America,,Uruguay,True,Argentina,Brazil,draw
1995-07-19,Uruguay,Colombia,2,0,Copa America,,Uruguay,False,Uruguay,Colombia,home_win
1995-07-20,Brazil,United States,1,0,Copa America,,Uruguay,True,Brazil,USA,home_win
1995-07-22,Algeria,Tunisia,2,1,Friendly,,Algeria,False,Algeria,Tunisia,home_win
1995-07-22,Colombia,United States,4,1,Copa America,,Uruguay,True,Colombia,USA,home_win
1995-07-22,Norway,France,0,0,Friendly,,Norway,False,Norway,France,draw
1995-07-23,Uruguay,Brazil,1,1,Copa America,,Uruguay,False,Uruguay,Brazil,draw
1995-07-23,Mali,Ivory Coast,2,2,Friendly,,Mali,False,Mali,Côte d'Ivoire,draw
1995-07-28,Algeria,Tanzania,2,1,African Nations Cup qualifier,,Algeria,False,Algeria,Tanzania,home_win
1995-07-30,Senegal,Liberia,3,0,African Nations Cup qualifier,,Senegal,False,Senegal,Liberia,home_win
1995-07-30,Burkina Faso,Ivory Coast,1,1,African Nations Cup qualifier,,Burkina Faso,False,Burkina Faso,Côte d'Ivoire,draw
1995-07-30,Mauritania,Tunisia,0,0,African Nations Cup qualifier,,Mauritania,False,Mauritania,Tunisia,draw
1995-07-30,Congo,Ghana,0,2,African Nations Cup qualifier,,Congo,False,Congo,Ghana,away_win
1995-07-30,Egypt,Uganda,6,0,African Nations Cup qualifier,,Egypt,False,Egypt,Uganda,home_win
1995-08-01,Canada,Jamaica,3,1,Friendly tournament,,Canada,False,Canada,Jamaica,home_win
1995-08-03,Canada,Trinidad and Tobago,3,1,Friendly tournament,,Canada,False,Canada,Trinidad and Tobago,home_win
1995-08-06,Japan,Costa Rica,3,0,Friendly,,Japan,False,Japan,Costa Rica,home_win
1995-08-09,Japan,Brazil,1,5,Friendly,,Japan,False,Japan,Brazil,away_win
1995-08-12,South Korea,Brazil,0,1,Friendly,,South Korea,False,Korea Republic,Brazil,away_win
1995-08-15,Liechtenstein,Portugal,0,7,European Championship qual,,Liechtenstein,False,Liechtenstein,Portugal,away_win
1995-08-16,Scotland,Greece,1,0,European Championship qual,,Scotland,False,Scotland,Greece,home_win
1995-08-16,Sweden,United States,1,0,Friendly,,Sweden,False,Sweden,USA,home_win
1995-08-16,Latvia,Austria,3,2,European Championship qual,,Latvia,False,Latvia,Austria,home_win
1995-08-16,France,Poland,1,1,European Championship qual,,France,False,France,Poland,draw
1995-08-16,Norway,Czechia,1,1,European Championship qual,,Norway,False,Norway,Czechia,draw
1995-08-16,Iceland,Switzerland,0,2,European Championship qual,,Iceland,False,Iceland,Switzerland,away_win
1995-08-23,Belgium,Germany,1,2,Friendly,,Belgium,False,Belgium,Germany,away_win
1995-09-03,Croatia,Estonia,7,1,European Championship qual,,Croatia,False,Croatia,Estonia,home_win
1995-09-03,Portugal,Northern Ireland,1,1,European Championship qual,,Portugal,False,Portugal,Northern Ireland,draw
1995-09-06,France,Azerbaijan,10,0,European Championship qual,,France,False,France,Azerbaijan,home_win
1995-09-06,Germany,Georgia,4,1,European Championship qual,,Germany,False,Germany,Georgia,home_win
1995-09-06,Netherlands,Belarus,1,0,European Championship qual,,Netherlands,False,Netherlands,Belarus,home_win
1995-09-06,Sweden,Switzerland,0,0,European Championship qual,,Sweden,False,Sweden,Switzerland,draw
1995-09-06,Belgium,Denmark,1,3,European Championship qual,,Belgium,False,Belgium,Denmark,away_win
1995-09-06,England,Colombia,0,0,Friendly,,England,False,England,Colombia,draw
1995-09-06,Czechia,Norway,2,0,European Championship qual,,Czechia,False,Czechia,Norway,home_win
1995-09-06,Scotland,Finland,1,0,European Championship qual,,Scotland,False,Scotland,Finland,home_win
1995-09-06,Spain,Cyprus,6,0,European Championship qual,,Spain,False,Spain,Cyprus,home_win
1995-09-06,Austria,Ireland,3,1,European Championship qual,,Austria,False,Austria,Ireland,home_win
1995-09-20,Japan,Paraguay,1,2,Friendly,,Japan,False,Japan,Paraguay,away_win
1995-09-20,Israel,Uruguay,3,1,Friendly,,Israel,False,Israel,Uruguay,home_win
1995-09-20,Spain,Argentina,2,1,Friendly,,Spain,False,Spain,Argentina,home_win
1995-09-27,Brazil,Romania,2,2,Friendly,,Brazil,False,Brazil,Romania,draw
1995-09-30,South Africa,Mozambique,3,2,Friendly,,South Africa,False,South Africa,Mozambique,home_win
1995-10-07,Armenia,Belgium,0,2,European Championship qual,,Armenia,False,Armenia,Belgium,away_win
1995-10-08,Germany,Moldova,6,1,European Championship qual,,Germany,False,Germany,Moldova,home_win
1995-10-08,Croatia,Italy,1,1,European Championship qual,,Croatia,False,Croatia,Italy,draw
1995-10-08,United States,Saudi Arabia,4,3,Friendly,,United States,False,USA,Saudi Arabia,home_win
1995-10-11,Mexico,Saudi Arabia,2,1,Friendly,,United States,True,Mexico,Saudi Arabia,home_win
1995-10-11,Brazil,Uruguay,2,0,Friendly,,Brazil,False,Brazil,Uruguay,home_win
1995-10-11,Malta,Netherlands,0,4,European Championship qual,,Malta,False,Malta,Netherlands,away_win
1995-10-11,Argentina,Colombia,0,0,Friendly,,Argentina,False,Argentina,Colombia,draw
1995-10-11,Sweden,Scotland,2,0,Friendly,,Sweden,False,Sweden,Scotland,home_win
1995-10-11,Chile,Canada,2,0,Friendly,,Chile,False,Chile,Canada,home_win
1995-10-11,Wales,Germany,1,2,European Championship qual,,Wales,False,Wales,Germany,away_win
1995-10-11,Austria,Portugal,1,1,European Championship qual,,Austria,False,Austria,Portugal,draw
1995-10-11,Switzerland,Hungary,3,0,European Championship qual,,Switzerland,False,Switzerland,Hungary,home_win
1995-10-11,Romania,France,1,3,European Championship qual,,Romania,False,Romania,France,away_win
1995-10-11,Denmark,Spain,1,1,European Championship qual,,Denmark,False,Denmark,Spain,draw
1995-10-11,Norway,England,0,0,Friendly,,Norway,False,Norway,England,draw
1995-10-21,Uzbekistan,Nigeria,2,3,Afro-Asian Cup,,Uzbekistan,False,Uzbekistan,Nigeria,away_win
1995-10-21,Mali,Algeria,0,2,Friendly,,Mali,False,Mali,Algeria,away_win
1995-10-22,Panama,Nicaragua,2,0,N Am Ch & UNCAF Cup q,,Panama,False,Panama,Nicaragua,home_win
1995-10-24,Japan,Saudi Arabia,2,1,Friendly,,Japan,False,Japan,Saudi Arabia,home_win
1995-10-25,Bolivia,Ecuador,2,2,Friendly,,Bolivia,False,Bolivia,Ecuador,draw
1995-10-26,China,Colombia,2,1,Friendly,,China,False,China,Colombia,home_win
1995-10-27,Burkina Faso,Tunisia,2,2,Friendly,,Burkina Faso,False,Burkina Faso,Tunisia,draw
1995-10-28,Japan,Saudi Arabia,2,1,Friendly,,Japan,False,Japan,Saudi Arabia,home_win
1995-10-29,Nicaragua,Panama,0,5,N Am Ch & UNCAF Cup q,,Nicaragua,False,Nicaragua,Panama,away_win
1995-10-31,South Korea,Saudi Arabia,1,1,Friendly,,South Korea,False,Korea Republic,Saudi Arabia,draw
1995-11-03,Algeria,Mauritania,4,0,Friendly tournament,,Tunisia,True,Algeria,Mauritania,home_win
1995-11-05,Tunisia,Algeria,2,0,Friendly tournament,,Tunisia,False,Tunisia,Algeria,home_win
1995-11-07,Tunisia,Mauritania,2,1,Friendly tournament,,Tunisia,False,Tunisia,Mauritania,home_win
1995-11-08,Argentina,Brazil,0,1,Friendly tournament,,Argentina,False,Argentina,Brazil,away_win
1995-11-10,New Zealand,Australia,0,0,Oce Cup & Trans-Tasman Cup,,New Zealand,False,New Zealand,Australia,draw
1995-11-10,Nigeria,Uzbekistan,1,0,Afro-Asian Cup,,Nigeria,False,Nigeria,Uzbekistan,home_win
1995-11-12,Ghana,Sierra Leone,2,0,Friendly,,Ghana,False,Ghana,Sierra Leone,home_win
1995-11-15,France,Israel,2,0,European Championship qual,,France,False,France,Israel,home_win
1995-11-15,England,Switzerland,3,1,Friendly,,England,False,England,Switzerland,home_win
1995-11-15,Cyprus,Belgium,1,1,European Championship qual,,Cyprus,False,Cyprus,Belgium,draw
1995-11-15,Northern Ireland,Austria,5,3,European Championship qual,,Northern Ireland,False,Northern Ireland,Austria,home_win
1995-11-15,Germany,Bulgaria,3,1,European Championship qual,,Germany,False,Germany,Bulgaria,home_win
1995-11-15,Mexico,Yugoslavia,1,4,Friendly,,Mexico,False,Mexico,Yugoslavia,away_win
1995-11-15,Scotland,San Marino,5,0,European Championship qual,,Scotland,False,Scotland,San Marino,home_win
1995-11-15,Australia,New Zealand,3,0,Oce Cup & Trans-Tasman Cup,,Australia,False,Australia,New Zealand,home_win
1995-11-15,Netherlands,Norway,3,0,European Championship qual,,Netherlands,False,Netherlands,Norway,home_win
1995-11-15,Slovenia,Croatia,1,2,European Championship qual,,Slovenia,False,Slovenia,Croatia,away_win
1995-11-15,Spain,Macedonia,3,0,European Championship qual,,Spain,False,Spain,Macedonia,home_win
1995-11-15,Portugal,Ireland,3,0,European Championship qual,,Portugal,False,Portugal,Ireland,home_win
1995-11-15,Morocco,Mali,2,0,Friendly,,Morocco,False,Morocco,Mali,home_win
1995-11-17,Cape Verde,Mali,1,0,Amilcar Cabral Cup,,Mauritania,True,Cabo Verde,Mali,home_win
1995-11-18,Guinea-Bissau,Senegal,2,1,Amilcar Cabral Cup,,Mauritania,True,Guinea-Bissau,Senegal,home_win
1995-11-19,Mauritania,Cape Verde,1,1,Amilcar Cabral Cup,,Mauritania,False,Mauritania,Cabo Verde,draw
1995-11-20,Senegal,Guinea,3,0,Amilcar Cabral Cup,,Mauritania,True,Senegal,Guinea,home_win
1995-11-21,Gambia,Cape Verde,3,0,Amilcar Cabral Cup,,Mauritania,True,Gambia,Cabo Verde,home_win
1995-11-22,Egypt,Zimbabwe,2,2,Simba Cup,,South Africa,True,Egypt,Zimbabwe,draw
