model,absolute_goal_error
Ridge Regression,1.6782486743707898
Ridge Regression,1.141030386945885
Ridge Regression,1.2489420380524943
Ridge Regression,2.794391145749253
Ridge Regression,3.115570767602251
Ridge Regression,2.0321972240782973
Ridge Regression,2.0729822420765176
Ridge Regression,0.73199212272159
Ridge Regression,3.541175039855515
Ridge Regression,1.296762250637592
Ridge Regression,1.7062001824455377
Ridge Regression,5.058128758556773
Ridge Regression,3.015856059869585
Ridge Regression,1.0285200315630287
Ridge Regression,0.12943917923104553
Ridge Regression,1.0266344894757533
Ridge Regression,1.605837383641007
Ridge Regression,1.0879211698338112
Ridge Regression,1.8107011681217842
Ridge Regression,0.20384244469973622
Ridge Regression,1.8978498312701186
Ridge Regression,0.13024594181889282
Ridge Regression,1.1949755769154216
Ridge Regression,1.5945960193129087
Ridge Regression,3.747966362294795
Ridge Regression,0.4800479322383181
Ridge Regression,2.9818713997658497
Ridge Regression,0.5509834791466557
Ridge Regression,4.450101407953578
Ridge Regression,2.5556727122428065
Ridge Regression,2.1036427933796755
Ridge Regression,3.061340189643081
Ridge Regression,1.3591105262420675
Ridge Regression,0.36374193998270465
Ridge Regression,2.0658296201761095
Ridge Regression,1.4926643069473702
Ridge Regression,2.1636368704742197
Ridge Regression,1.0781867020939027
Ridge Regression,3.2734197263208404
Ridge Regression,1.1925734087682425
Ridge Regression,1.156611596744579
Ridge Regression,1.1395393732820267
Ridge Regression,0.6790571318786456
Ridge Regression,1.7841337611636292
Ridge Regression,4.059826456335683
Ridge Regression,0.7446561868988384
Ridge Regression,1.9398661538001054
Ridge Regression,3.9115147117015403
Ridge Regression,2.727548284058833
Ridge Regression,2.31642404967414
Ridge Regression,1.7886372492191274
Ridge Regression,2.951951857885655
Ridge Regression,1.5635468188925679
Ridge Regression,1.4116460678630138
Ridge Regression,1.8496856162252668
Ridge Regression,1.6342546633775128
Ridge Regression,1.7552525265122836
Ridge Regression,2.7756519705190166
Ridge Regression,0.6059744644705722
Ridge Regression,1.7384298240514475
Ridge Regression,2.241494388412049
Ridge Regression,3.0891883846388826
Ridge Regression,1.5865129796628281
Ridge Regression,0.3748759563972355
Ridge Regression,1.554833404488596
Ridge Regression,0.6834475607213313
Ridge Regression,1.7449437480053445
Ridge Regression,1.4797389947645485
Ridge Regression,1.4084557715439066
Ridge Regression,1.6210460944007483
Ridge Regression,1.4250457621667474
Ridge Regression,0.10025453538028195
Ridge Regression,1.5961671683519087
Ridge Regression,1.651661486035638
Ridge Regression,0.4951997471749814
Ridge Regression,1.0766317481966297
Ridge Regression,1.1197062699010762
Ridge Regression,0.6211361729396759
Ridge Regression,1.560915328406911
Ridge Regression,3.519660373671797
Ridge Regression,2.407451825501212
Ridge Regression,1.5052026847030238
Ridge Regression,0.429269624499588
Ridge Regression,0.624396283484233
Ridge Regression,1.1862601535585908
Ridge Regression,1.4498988810702713
Ridge Regression,1.7578295201679843
Ridge Regression,0.5063892831450321
Ridge Regression,0.9990309307237748
Ridge Regression,1.2452074313503765
Ridge Regression,2.002842976205783
Ridge Regression,0.8415104516262464
Ridge Regression,2.891718137487085
Ridge Regression,1.535013108304272
Ridge Regression,1.181245133823073
Ridge Regression,1.5326317824508782
Ridge Regression,2.1370844696225704
Ridge Regression,2.237709288793388
Ridge Regression,2.7925585869355656
Ridge Regression,1.3654531832929895
Ridge Regression,2.9300672383549697
Ridge Regression,1.2472749263108733
Ridge Regression,1.4855688415286683
Ridge Regression,2.5925344236979284
Ridge Regression,1.3645554356060687
Ridge Regression,2.204464976113452
Ridge Regression,1.7710658306250389
Ridge Regression,0.5143511537166594
Ridge Regression,3.054032626077694
Ridge Regression,1.4789841805680601
Ridge Regression,2.5995897809806507
Ridge Regression,0.5820294049031832
Ridge Regression,0.22761829281814783
Ridge Regression,1.8820512039400144
Ridge Regression,2.16492120211342
Ridge Regression,1.024617703183401
Ridge Regression,1.8962899814303762
Ridge Regression,1.9333291632247547
Ridge Regression,1.0218488924646256
Ridge Regression,1.2198234374866366
Ridge Regression,1.4963903391967521
Ridge Regression,2.3276087976902207
Ridge Regression,0.7965375304413738
Ridge Regression,1.2965177257047933
Ridge Regression,0.9739583663499697
Ridge Regression,0.5575303291959433
Ridge Regression,0.5136890131581039
Ridge Regression,1.686402311000588
Ridge Regression,0.4958750628257196
Ridge Regression,0.8522942294915532
Ridge Regression,2.374892462954077
Ridge Regression,3.1776403098834813
Ridge Regression,2.054670656247697
Ridge Regression,1.3188234740073645
Ridge Regression,0.9290225195836088
Ridge Regression,0.6381274527123805
Ridge Regression,0.874354524937949
Ridge Regression,1.1542112412369436
Ridge Regression,1.1297667890087757
Ridge Regression,1.9569458205255583
Ridge Regression,0.5863470890041442
Ridge Regression,1.1505634152481343
Ridge Regression,2.9847215445689197
Ridge Regression,0.8956465849035384
Ridge Regression,1.1814489930216578
Ridge Regression,2.7398392218717222
Ridge Regression,0.9550318228276042
Ridge Regression,0.12516861597417317
Ridge Regression,1.9079760785855682
Ridge Regression,1.7360650148102699
Ridge Regression,1.74104908696651
Ridge Regression,1.8704386168041662
Ridge Regression,3.487465002278419
Ridge Regression,3.332567302260962
Ridge Regression,2.227469351960467
Ridge Regression,1.5151483275493276
Ridge Regression,1.0631250249446382
Ridge Regression,4.894169108879291
Ridge Regression,2.0393489214709213
Ridge Regression,3.805208925405818
Ridge Regression,2.59219198515891
Ridge Regression,1.4895685040196862
Ridge Regression,1.0421779974675551
Ridge Regression,0.9177124843184197
Ridge Regression,3.148873817996501
Ridge Regression,0.09821720371925269
Ridge Regression,2.4511424286218513
Ridge Regression,0.6495108020621436
Ridge Regression,2.3318798710118505
Ridge Regression,2.180618071003489
Ridge Regression,1.471663693316657
Ridge Regression,1.27637659508547
Ridge Regression,2.6738806961366977
Ridge Regression,1.2014473384597513
Ridge Regression,2.501097766550929
Ridge Regression,3.8067478745758905
Ridge Regression,1.5231584896136954
Ridge Regression,3.8418523280894084
Ridge Regression,1.8783375615271556
Ridge Regression,2.1794232516795606
Ridge Regression,1.7337647945079881
Ridge Regression,3.06629400995724
Ridge Regression,0.7220875427228892
Ridge Regression,1.9322637137318461
Ridge Regression,1.725358707840192
Ridge Regression,1.612831794517635
Ridge Regression,1.8018726097193412
Ridge Regression,4.423394891173654
Ridge Regression,2.5387330103740715
Ridge Regression,0.9568575367038568
Ridge Regression,1.7036515419678984
Ridge Regression,4.206877739581106
Ridge Regression,1.0118966177267048
Ridge Regression,0.9481502194962048
Ridge Regression,2.4431337037659047
Ridge Regression,0.820088403583834
Ridge Regression,1.2164511426095992
Ridge Regression,1.1903665707321651
Ridge Regression,0.6589248304479628
Ridge Regression,1.6583440326394774
Ridge Regression,0.6109573918726258
Ridge Regression,1.8527981252612349
Ridge Regression,2.6076582887432087
Ridge Regression,1.0478120095956682
Ridge Regression,2.047822546072859
Ridge Regression,1.1780267372020548
Ridge Regression,1.661592130743535
Ridge Regression,0.33519678934418184
Ridge Regression,1.9950095448178407
Ridge Regression,3.6866412237414794
Ridge Regression,2.5232753244983135
Ridge Regression,1.2040130424155573
Ridge Regression,0.44314085088244126
Ridge Regression,2.167416492266753
Ridge Regression,2.666780423363126
Ridge Regression,2.1075336431927103
Ridge Regression,3.3267265517581848
Ridge Regression,1.3433283651091994
Ridge Regression,2.1356863863894353
Ridge Regression,2.6725365845631304
Ridge Regression,1.662014225992892
Ridge Regression,0.9071023896338009
Ridge Regression,2.7496839144645704
Ridge Regression,1.2108820534090083
Ridge Regression,2.383582764461512
Ridge Regression,0.8187087541202178
Ridge Regression,2.292818930505334
Ridge Regression,2.5777933919176563
Ridge Regression,2.20018359059494
Ridge Regression,5.193248925255938
Ridge Regression,1.1624585718601788
Ridge Regression,3.1498025624717307
Ridge Regression,0.8356448566842539
Ridge Regression,2.1756940874902035
Ridge Regression,0.19604695323849874
Ridge Regression,1.4476235078285835
Ridge Regression,2.777533674644384
Ridge Regression,2.0519215889503823
Ridge Regression,1.1309147623045908
Ridge Regression,1.0055195443309606
Ridge Regression,1.9915158994438806
Ridge Regression,0.2890696780734274
Ridge Regression,1.93268963779027
Ridge Regression,1.1275157893212708
Ridge Regression,1.9290935037404926
Ridge Regression,2.7348416690965704
Ridge Regression,1.9516164352493217
Ridge Regression,3.716087579356313
Ridge Regression,1.3532248899733856
Ridge Regression,1.5736630914362018
Ridge Regression,4.0698492343891175
Ridge Regression,3.9242235636991696
Ridge Regression,1.4175460407164056
Ridge Regression,1.8226030869029293
Ridge Regression,1.3904012838982123
Ridge Regression,0.9898819617311694
Ridge Regression,0.7898610108752878
Ridge Regression,1.0699855569073904
Ridge Regression,2.3364459448154387
Ridge Regression,3.227741075185132
Ridge Regression,1.1381466972028016
Ridge Regression,1.415092499950521
Ridge Regression,1.4421468515523113
Ridge Regression,1.5264957980866813
Ridge Regression,2.019684033968054
Ridge Regression,3.6996225074078075
Ridge Regression,2.7571278293562873
Ridge Regression,1.055571824329381
Ridge Regression,2.32246294231914
Ridge Regression,0.8779888960159434
Ridge Regression,1.4134243761122793
Ridge Regression,1.7237407269738363
Ridge Regression,2.6506071415761037
Ridge Regression,1.721480629016376
Ridge Regression,1.6041371252700407
Ridge Regression,0.6916821498126678
Ridge Regression,2.489432560464769
Ridge Regression,2.7855260116798246
Ridge Regression,2.5212994284352703
Ridge Regression,2.54168587330026
Ridge Regression,2.1908190978018824
Ridge Regression,2.3692743319636627
Ridge Regression,3.1645337806398457
Ridge Regression,1.8098166566354372
Ridge Regression,1.7884144813188918
Ridge Regression,1.8840324753924427
Ridge Regression,3.2443204536221932
Ridge Regression,2.5135149433028143
Ridge Regression,2.200968671322924
Ridge Regression,1.0403076053685651
Ridge Regression,0.2743270603799275
Ridge Regression,0.6829975934121169
Ridge Regression,0.9910634653631032
Ridge Regression,1.2470860842404077
Ridge Regression,2.7824902175119988
Ridge Regression,1.487415280444893
Ridge Regression,1.798174560711376
Ridge Regression,1.5236675023208772
Ridge Regression,0.6247681720620406
Ridge Regression,1.48617643737741
Ridge Regression,0.5311634972281004
Ridge Regression,1.1464889635589584
Ridge Regression,1.0818122951259412
Ridge Regression,3.205589128968473
Ridge Regression,1.8925465958394456
Ridge Regression,2.2795592224209145
Ridge Regression,1.3818278221646347
Ridge Regression,3.953497786282851
Ridge Regression,0.2845918937434738
Ridge Regression,3.095491110761527
Ridge Regression,2.3989585553947617
Ridge Regression,0.9604667310867545
Ridge Regression,5.331745637008045
Ridge Regression,2.6683405307368293
Ridge Regression,4.5443547202433905
Ridge Regression,0.7588637086289066
Ridge Regression,2.2088560668272246
Ridge Regression,1.71190648241977
Ridge Regression,3.5993822750575686
Ridge Regression,3.4977889519450462
Ridge Regression,3.2208331733575655
Ridge Regression,1.997627335016034
Ridge Regression,3.941597775912833
Ridge Regression,0.687023909251788
Ridge Regression,2.358018501048825
Ridge Regression,0.009732571187846872
Ridge Regression,2.7305956423413407
Ridge Regression,1.3732485835979007
Ridge Regression,4.593923556540956
Ridge Regression,2.0591559765864265
Ridge Regression,1.4467932724868104
Ridge Regression,1.3426190347037292
Ridge Regression,2.8526035444658655
Ridge Regression,0.22285132376835093
Ridge Regression,1.1817136954387544
Ridge Regression,1.7824526567685277
Ridge Regression,4.981319439908397
Ridge Regression,2.091617029629631
Ridge Regression,2.1466629416732057
Ridge Regression,1.7629188031561263
Ridge Regression,1.7607166082154753
Ridge Regression,0.7784755455303757
Ridge Regression,1.1191481657844349
Ridge Regression,1.7136164611732199
Ridge Regression,1.6768748274425136
Ridge Regression,0.6487476299929302
Ridge Regression,1.060029893916466
Ridge Regression,1.4382204446867566
Ridge Regression,0.9285546584907787
Ridge Regression,1.2836852373276364
Ridge Regression,1.6781989119600251
Ridge Regression,3.4245201045173763
Ridge Regression,0.7701922682797007
Ridge Regression,0.9555588791492771
Ridge Regression,0.9886835516158305
Ridge Regression,3.0325358349996225
Ridge Regression,0.5338545843161249
Ridge Regression,2.0752610741432087
Ridge Regression,0.3174306925043253
Ridge Regression,1.8678792171331735
Ridge Regression,0.8426988313950837
Ridge Regression,1.6602355135781202
Ridge Regression,1.9451342997791916
Ridge Regression,2.153268063170409
Ridge Regression,4.300181039392693
Ridge Regression,1.4707719178400454
Ridge Regression,1.4834581469780035
Ridge Regression,2.880969352184964
Ridge Regression,2.3150755465543855
Ridge Regression,1.3422614567175
Ridge Regression,1.0797829273116433
Ridge Regression,0.5578220592191784
Ridge Regression,0.750248587154607
Ridge Regression,2.2803277421155537
Ridge Regression,1.9184465292792263
Ridge Regression,1.7152956519918925
Ridge Regression,0.9802918779744101
Ridge Regression,0.8949339327726662
Ridge Regression,1.4165012495000289
Ridge Regression,1.8929243035143912
Ridge Regression,0.9512691313530905
Ridge Regression,1.1513177287422742
Ridge Regression,3.072455795193749
Ridge Regression,1.4693044715274788
Ridge Regression,3.3680323007011825
Ridge Regression,1.933805829187016
Ridge Regression,2.2311578415317737
Ridge Regression,2.2066922546704237
Ridge Regression,0.6125754143560316
Ridge Regression,0.9657710026049806
Ridge Regression,1.6319608220294133
Ridge Regression,2.9878151223913787
Ridge Regression,1.2562071557727923
Ridge Regression,2.175230134032105
Ridge Regression,2.0447809436290214
Ridge Regression,1.1054918559126627
Ridge Regression,0.43735686837697463
Ridge Regression,3.5011503461179165
Ridge Regression,0.8750675389276465
Ridge Regression,1.9967104730473542
Ridge Regression,2.8296582867287947
Ridge Regression,4.310113595120496
Ridge Regression,4.24235578024102
Ridge Regression,1.970285761146467
Ridge Regression,1.0125471186070227
Ridge Regression,2.9110890643964127
Ridge Regression,2.8189242938151056
Ridge Regression,4.19397452140967
Ridge Regression,1.4456926611129586
Ridge Regression,2.8812512327380135
Ridge Regression,0.8878947533962496
Ridge Regression,1.7793792563719821
Ridge Regression,0.8411729503613328
Ridge Regression,0.6334449584114834
Ridge Regression,1.1662272802826343
Ridge Regression,0.5785073244621302
Ridge Regression,1.491867371097722
Ridge Regression,0.7772143691813831
Ridge Regression,0.5603902178273324
Ridge Regression,0.7400004666586505
Ridge Regression,1.547134546545746
Ridge Regression,3.021324106503827
Ridge Regression,2.817879762721522
Ridge Regression,0.9000680637192223
Ridge Regression,1.158185145040847
Ridge Regression,1.785930180921171
Ridge Regression,2.818542773069217
Ridge Regression,2.2040613018543995
Ridge Regression,2.1374370424360025
Ridge Regression,2.019035532348832
Ridge Regression,2.2363698660749955
Ridge Regression,3.0574336403747107
Ridge Regression,0.8277455177063877
Ridge Regression,0.847919889724955
Ridge Regression,0.7526299982658697
Ridge Regression,1.7766088737457104
Ridge Regression,1.6592317964202186
Ridge Regression,0.9893793488495188
Ridge Regression,2.4575657377610645
Ridge Regression,1.9555132230111167
Ridge Regression,2.867771835996635
Ridge Regression,1.425672628972539
Ridge Regression,1.4655220685040882
Ridge Regression,6.056490781654429
Ridge Regression,1.529652294169326
Ridge Regression,1.587435540831367
Ridge Regression,1.7979182255564217
Ridge Regression,0.5704401249925884
Ridge Regression,2.3058670445264204
Ridge Regression,1.976162064065961
Ridge Regression,0.8994185692243954
Ridge Regression,2.6779653553588862
Ridge Regression,1.875849071034347
Ridge Regression,3.782987503942703
Ridge Regression,2.5073261032833942
Ridge Regression,2.683649365947675
Ridge Regression,0.7192869391012908
Ridge Regression,0.6797232930081676
Ridge Regression,1.9469560771781051
Ridge Regression,0.6877231716944621
Ridge Regression,1.9670293934779846
Ridge Regression,1.322794965366711
Ridge Regression,2.7471575153829155
Ridge Regression,2.7916240576527884
Ridge Regression,3.1490015330346637
Ridge Regression,3.7049262013462014
Ridge Regression,2.4314655738303257
Ridge Regression,1.6003169614839488
Ridge Regression,1.9466649144463726
Ridge Regression,0.4570330029851599
Ridge Regression,0.4661233245157763
Ridge Regression,3.0120446592916132
Ridge Regression,1.2552094159298455
Ridge Regression,0.6301316509473154
Ridge Regression,2.142066188539127
Ridge Regression,4.55132743974048
Ridge Regression,2.5737961766065616
Ridge Regression,1.9055308389333803
Ridge Regression,2.9241992858595696
Ridge Regression,1.191003552501646
Ridge Regression,1.557595906452298
Ridge Regression,1.1548751298047804
Ridge Regression,1.5592331412029017
Ridge Regression,2.182452887608146
Ridge Regression,1.3853534428620229
Ridge Regression,1.262003413226119
Ridge Regression,2.1284092281954274
Ridge Regression,3.073543847380662
Ridge Regression,1.8954096847396191
Ridge Regression,1.017752153383255
Ridge Regression,2.627904071903729
Ridge Regression,4.244896944580648
Ridge Regression,2.005323196780785
Ridge Regression,4.906434419177414
Ridge Regression,2.736042475820226
Ridge Regression,1.4111627096242805
Ridge Regression,4.832488860740913
Ridge Regression,0.7095596065025618
Ridge Regression,3.640221331242687
Ridge Regression,3.1366092140995656
Ridge Regression,0.4984988028648134
Ridge Regression,1.8140471143153611
Ridge Regression,2.2326662179248142
Ridge Regression,4.20120981049172
Ridge Regression,3.1617272161934418
Ridge Regression,1.7214613291103598
Ridge Regression,3.836306464209687
Ridge Regression,2.7957943635515616
Ridge Regression,4.7287283595024885
Ridge Regression,1.1839673193189921
Ridge Regression,2.9434319557139217
Ridge Regression,1.9391101720306474
Ridge Regression,1.5202758918140504
Ridge Regression,1.3567645125992982
Ridge Regression,0.7979593647961725
Ridge Regression,2.5862826413293343
Ridge Regression,1.9335380016424164
Ridge Regression,2.2159665438282703
Ridge Regression,1.322695787674674
Ridge Regression,0.6324769391878371
Ridge Regression,0.6406419098728587
Ridge Regression,1.958274752720021
Ridge Regression,1.6353770417089732
Ridge Regression,2.4991517061934148
Ridge Regression,1.4303220924877538
Ridge Regression,0.5186895997641865
Ridge Regression,1.2298146958957294
Ridge Regression,0.9722281614237916
Ridge Regression,3.0626048416799234
Ridge Regression,1.8051387382133663
Ridge Regression,1.0838607704026568
Ridge Regression,1.261611774301318
Ridge Regression,2.3564889803598685
Ridge Regression,2.247396477073246
Ridge Regression,1.5919772410952113
Ridge Regression,0.0294144227139439
Ridge Regression,1.5350885789013389
Ridge Regression,1.550876129468736
Ridge Regression,2.8792381627383725
Ridge Regression,1.8487236429452316
Ridge Regression,1.9919627002701077
Ridge Regression,1.7206445907944508
Ridge Regression,0.7676088623870176
Ridge Regression,1.4659451717019758
Ridge Regression,1.1635713095618982
Ridge Regression,2.0572953938814313
Ridge Regression,4.7178425719168695
Ridge Regression,2.1141034924175606
Ridge Regression,0.9663353994452015
Ridge Regression,1.7670106538254882
Ridge Regression,2.5274272952265764
Ridge Regression,2.1188624268375076
Ridge Regression,2.2355512608254164
Ridge Regression,0.8534974557847119
Ridge Regression,1.7601421177638035
Ridge Regression,1.3760909985823253
Ridge Regression,1.9364742979422074
Ridge Regression,2.8241104655044578
Ridge Regression,0.7166762930888845
Ridge Regression,1.7864049194812277
Ridge Regression,2.573323652676942
Ridge Regression,1.7196907895869833
Ridge Regression,0.6289859475775781
Ridge Regression,2.6007088495844326
Ridge Regression,3.0757061635600387
Ridge Regression,2.6746554970339163
Ridge Regression,1.0295027867871975
Ridge Regression,1.764069217944478
Ridge Regression,0.703719875320927
Ridge Regression,0.7691193006916522
Ridge Regression,2.0116281650244154
Ridge Regression,2.590888751352424
Ridge Regression,2.5376348295290736
Ridge Regression,3.6781257389708557
Ridge Regression,1.5055273050192084
Ridge Regression,1.0559620553393982
Ridge Regression,2.435533114878158
Ridge Regression,5.320850694231751
Ridge Regression,2.949784186132141
Ridge Regression,3.8227091541027463
Ridge Regression,1.1702917817801153
Ridge Regression,1.3402362987493182
Ridge Regression,2.8709126177462854
Ridge Regression,1.0577786821093764
Ridge Regression,2.061493809526125
Ridge Regression,0.9355384668170814
Ridge Regression,1.431862331363011
Ridge Regression,0.7509538172155537
Ridge Regression,1.315806883551775
Ridge Regression,1.6215565939024152
Ridge Regression,2.9110512357443836
Ridge Regression,2.6720601878147603
Ridge Regression,1.4704442479692803
Ridge Regression,7.16979354203539
Ridge Regression,0.9137806297642218
Ridge Regression,0.8982349083269902
Ridge Regression,1.7747711738712726
Ridge Regression,2.288685391892977
Ridge Regression,1.8602990741484673
Ridge Regression,1.1238382163241305
Ridge Regression,0.4757926806266217
Ridge Regression,8.585001980466284
Ridge Regression,1.8269510878619004
Ridge Regression,3.6010073057765366
Ridge Regression,2.3214994080132527
Ridge Regression,2.3756871230364074
Ridge Regression,1.2837739445431353
Ridge Regression,2.740154654296719
Ridge Regression,4.759798946875189
Ridge Regression,2.5083989017897714
Ridge Regression,1.856806315631491
Ridge Regression,0.9760635164940787
Ridge Regression,2.7004424558471096
Ridge Regression,1.9933028569590034
Ridge Regression,2.2323870680930966
Ridge Regression,3.6498231977901634
Ridge Regression,2.616374601050418
Ridge Regression,1.4237553037023667
Ridge Regression,2.629729791460996
Ridge Regression,1.22613688800084
Ridge Regression,1.8162415881435368
Ridge Regression,2.4149782809459723
Ridge Regression,5.17879604039959
Ridge Regression,0.7174631165568658
Ridge Regression,0.9375804953904205
Ridge Regression,1.7677260002890367
Ridge Regression,2.409275397334267
Ridge Regression,1.095932691874543
Ridge Regression,0.8010723998745658
Ridge Regression,0.5243324488215741
Ridge Regression,2.0290677566257127
Ridge Regression,2.8831293354184844
Ridge Regression,3.0204205061030827
Ridge Regression,2.3502560027860575
Ridge Regression,1.3598612668166699
Ridge Regression,2.8164071579959575
Ridge Regression,3.234048936581752
Ridge Regression,5.32216464071481
Ridge Regression,1.4571755569849254
Ridge Regression,1.524440826333069
Ridge Regression,0.22526679100032165
Ridge Regression,1.4721599261697156
Ridge Regression,1.1027708709119837
Ridge Regression,1.0355702162128992
Ridge Regression,1.1027708709119837
Ridge Regression,1.6250344511879646
Ridge Regression,0.9263272860695984
Ridge Regression,3.1342582315651812
Ridge Regression,2.3956968942606145
Ridge Regression,1.555985619698311
Ridge Regression,1.9368618063578755
Ridge Regression,1.793209411168104
Ridge Regression,1.7232868929407132
Ridge Regression,1.8460594185823194
Ridge Regression,1.1419538503208981
Ridge Regression,1.5511952064060794
Ridge Regression,1.8468612101848907
Ridge Regression,1.3258576167110052
Ridge Regression,2.2945890113585357
Ridge Regression,1.6070806641820197
Ridge Regression,1.021615532064967
Ridge Regression,0.7285583966219283
Ridge Regression,1.407232079138269
Ridge Regression,2.875261815837369
Ridge Regression,3.8084675657974674
Ridge Regression,2.2353112326467954
Ridge Regression,2.255741205301613
Ridge Regression,0.9947573269356933
Ridge Regression,2.313300772596567
Ridge Regression,1.4549982313401955
Ridge Regression,1.305354191132949
Ridge Regression,2.8228356281446434
Ridge Regression,1.1327205572378445
Ridge Regression,3.9936539415609826
Ridge Regression,1.8202787039583759
Ridge Regression,0.6615162959616439
Ridge Regression,1.8799930500757356
Ridge Regression,2.4732195956869023
Ridge Regression,1.7557533981615785
Ridge Regression,2.3234418647035358
Ridge Regression,0.1804411201018019
Ridge Regression,0.8121739940450612
Ridge Regression,3.595152171636248
Ridge Regression,0.6739078436939311
Ridge Regression,1.828446966583535
Ridge Regression,2.9265529745604892
Ridge Regression,2.1954401539494297
Ridge Regression,2.55554933258429
Ridge Regression,2.6826754525275467
Ridge Regression,1.3499520597800916
Ridge Regression,1.1324343575833042
Ridge Regression,2.5161792630639956
Ridge Regression,2.273030107199356
Ridge Regression,3.1409442904109177
Ridge Regression,6.01866105960645
Ridge Regression,1.0808500236462444
Ridge Regression,1.5030364081480116
Ridge Regression,1.4353291907382626
Ridge Regression,0.9720185923118626
Ridge Regression,1.147784121424868
Ridge Regression,2.14732711737299
Ridge Regression,1.0062786498087504
Ridge Regression,0.9152065694305154
Ridge Regression,1.0070895815390457
Ridge Regression,2.0720963746207337
Ridge Regression,1.7691588436673296
Ridge Regression,1.4701256611750837
Ridge Regression,1.0874209964035395
Ridge Regression,1.8186581172072929
Ridge Regression,0.40518398533511957
Ridge Regression,2.188080424799651
Ridge Regression,2.402637942583339
Ridge Regression,0.490943887643823
Ridge Regression,1.9206584846402488
Ridge Regression,0.3909979264403549
Ridge Regression,2.8352679811802974
Ridge Regression,1.6449625937527834
Ridge Regression,1.9615413527678816
Ridge Regression,2.6401751224061747
Ridge Regression,0.9950394913166485
Ridge Regression,6.215147154431515
Ridge Regression,0.46948760337799644
Ridge Regression,1.5130647281035459
Ridge Regression,1.4433973304218017
Ridge Regression,0.7571183651350775
Ridge Regression,4.8789763409518
Ridge Regression,2.347743882813993
Ridge Regression,1.1617083880546872
Ridge Regression,2.6571806547589323
Ridge Regression,2.0559393876279506
Ridge Regression,2.334213487782047
Ridge Regression,2.0986566826779915
Ridge Regression,1.3334718660364313
Ridge Regression,2.4694205635330313
Ridge Regression,5.427168580037686
Ridge Regression,1.4275952131285043
Ridge Regression,2.5845520790258156
Ridge Regression,3.3994447025607135
Ridge Regression,1.4374647328311267
Ridge Regression,0.8479335385514679
Ridge Regression,2.5113143707851218
Ridge Regression,1.1043705810605724
Ridge Regression,2.4271704703922543
Ridge Regression,0.45063784392838147
Ridge Regression,1.8711397045780673
Ridge Regression,0.8772291198089519
Ridge Regression,1.381255119769493
Ridge Regression,0.6488044907575887
Ridge Regression,3.7188075059675842
Ridge Regression,2.7398936371369427
Ridge Regression,1.525212715462608
Ridge Regression,2.5894324202077446
Ridge Regression,1.0600026983847677
Ridge Regression,1.0464309338414304
Ridge Regression,0.7281117366015042
Ridge Regression,3.2016483487780807
Ridge Regression,1.2468292013435365
Ridge Regression,1.501541632360923
Ridge Regression,2.8880723459693205
Ridge Regression,1.1483551361420046
Ridge Regression,1.5143668039121418
Ridge Regression,2.0350894719662116
Ridge Regression,2.756275524590538
Ridge Regression,2.9237049682288148
Ridge Regression,1.6916905324450402
Ridge Regression,1.8330824395304204
Ridge Regression,1.0296779644724634
Ridge Regression,1.38028220242069
Ridge Regression,1.9707912241688677
Ridge Regression,1.0669841790035992
Ridge Regression,2.4261581100777416
Ridge Regression,1.62934921912347
Ridge Regression,0.8421001101536801
Ridge Regression,0.6150136078146069
Ridge Regression,0.9594779728737988
Ridge Regression,2.3434281532470242
Ridge Regression,2.3071927904911327
Ridge Regression,0.6232774835122198
Ridge Regression,1.1312706138902544
Ridge Regression,0.9723870762811534
Ridge Regression,1.0662403548280164
Ridge Regression,0.17629033532269833
Ridge Regression,1.265753263580907
Ridge Regression,0.6915435986342704
Ridge Regression,1.1617280614930747
Ridge Regression,0.7879479475649132
Ridge Regression,2.9749443653820107
Ridge Regression,0.5688372666657378
Ridge Regression,0.9094567421171027
Ridge Regression,0.5031538638290183
Ridge Regression,2.057727548825002
Ridge Regression,3.0349120452545155
Ridge Regression,1.4784374475335524
Ridge Regression,0.6444891932593482
Ridge Regression,0.19552295632837013
Ridge Regression,1.779754316890965
Ridge Regression,2.7665921610455575
Ridge Regression,1.251879529001346
Ridge Regression,0.733990869764128
Ridge Regression,1.422911336589895
Ridge Regression,0.9981868815699433
Ridge Regression,1.5672431410303824
Ridge Regression,1.041317493083651
Ridge Regression,1.1479200837609955
Ridge Regression,1.1598929492381835
Ridge Regression,0.9969568964835863
Ridge Regression,1.6759434032727123
Ridge Regression,3.27933316995626
Ridge Regression,1.209266779997042
Ridge Regression,2.3203428125547685
Ridge Regression,2.1765857192016798
Ridge Regression,1.312787586514427
Ridge Regression,0.7529404635256246
Ridge Regression,1.2003452516686504
Ridge Regression,1.5419750249309103
Ridge Regression,1.3617010560528404
Ridge Regression,2.0220756748769277
Ridge Regression,2.660493424323541
Ridge Regression,0.4401066037673118
Ridge Regression,0.41331774751541706
Ridge Regression,3.654988369025477
Ridge Regression,1.0533101945793155
Ridge Regression,1.6203502814176787
Ridge Regression,4.456676317621618
Ridge Regression,2.307517851030358
Ridge Regression,1.5229648614345321
Ridge Regression,3.606247364144477
Ridge Regression,3.618625184473628
Ridge Regression,4.75499953359807
Ridge Regression,1.4869247470417781
Ridge Regression,0.5193053307847453
Ridge Regression,0.7460620411405394
Ridge Regression,1.2972933182089994
Ridge Regression,1.1317800780806668
Ridge Regression,0.7464774811261619
