cluster,matches,avg_goals_for,avg_goals_against,avg_goal_diff,avg_points,win_rate,draw_rate,loss_rate
2,235.54761904761904,1.6842270001070663,0.9704483106772587,0.7137786894298074,1.7711432682580803,0.5113445447672708,0.23710963395626786,0.25154582127646136
0,58.945205479452056,0.8385906435951629,1.6493783808263245,-0.8107877372311617,0.8360121394839959,0.18663257441290843,0.27611441624527056,0.5372530093418211
3,24.372881355932204,0.5856885207363253,2.5187547894701265,-1.9330662687338014,0.3726558154416532,0.08038414517596856,0.1315033799137476,0.7881124749102838
1,10.90625,0.17739865186454393,4.292674892712374,-4.11527624084783,0.026697910965152342,0.0011574074074074073,0.02322568874293012,0.9756169038496625
4,1.7,0.0,9.35,-9.35,0.0,0.0,0.0,1.0
